AT5G16970	1	chr5	-	5575973	5578086	5576669,5576891,5577161,5577595,	5576809,5576995,5577415,5577774,
AT2G43120	1	chr2	+	17927181	17929085	17927523,17927673,17927834,17927955,17928104,17928293,	17927624,17927796,17927927,17928042,17928193,17928373,
AT1G30814	0	chr1	-	10942648	10944727	10942909,10943060,10943561,10943750,10943984,10944229,	10943007,10943154,10943644,10943868,10944078,10944317,
AT4G25880	1	chr4	+	13155518	13159382	13156012,13157236,13157475,13157670,13157959,13158202,13158489,13158760,	13156110,13157334,13157563,13157747,13158092,13158295,13158572,13159056,
AT1G78930	1	chr1	-	29677904	29680757	29678618,29678924,29679199,29679440,29679783,29680014,	29678707,29679017,29679327,29679538,29679877,29680106,
AT3G07950	0	chr3	+	2531773	2534545	2531993,2532237,2532655,2532924,2533271,2533585,2533826,	2532113,2532595,2532758,2533166,2533383,2533689,2534175,
AT4G03450	1	chr4	-	1529372	1531819	1530283,1530915,	1530371,1531028,
AT1G71695	1	chr1	+	26964087	26966688	26964625,26965785,	26965591,26965943,
AT1G58983	1	chr1	-	21805932	21807496	21806440,	21806783,
AT5G41480	1	chr5	+	16595863	16598682	16596251,16596608,16596844,16596987,16597271,16597560,16597745,16597968,	16596511,16596700,16596925,16597110,16597366,16597646,16597834,16598114,
AT3G51870	1	chr3	+	19243902	19246936	19244325,19244507,19244662,19244806,19245210,19245664,19245854,19246112,19246337,	19244451,19244600,19244750,19245127,19245596,19245742,19245943,19246259,19246506,
AT4G29950	1	chr4	+	14656954	14660573	14657618,14657887,14658148,14660128,	14657784,14657972,14658234,14660215,
AT5G07360	1	chr5	-	2326687	2330273	2327062,2327369,2327687,2327935,2328166,2328427,2328648,2328864,2329020,2329324,2329639,	2327136,2327463,2327765,2328030,2328273,2328525,2328764,2328938,2329100,2329540,2329725,
AT4G08535	1	chr4	+	5424946	5427501	5425488,5425774,5425991,5426236,5426446,5426605,5426765,5426914,5427086,5427247,	5425601,5425881,5426151,5426334,5426541,5426693,5426853,5427028,5427173,5427345,
AT5G46240	1	chr5	-	18743510	18747406	18744200,18744494,18744668,18744990,18745464,18745676,18745927,18746227,	18744276,18744570,18744751,18745147,18745619,18745772,18746012,18746383,
AT5G62260	1	chr5	+	25008843	25011666	25009106,25009760,25010359,25010608,25010857,	25009274,25010277,25010477,25010696,25010941,
AT4G16955	0	chr4	+	9539931	9540961	9540053,9540259,	9540081,9540362,
